text,s_palak_label,s_ben_label,p_palak_label,p_ben_label
Please pass it on and help reunite her with her family. Thank you!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
JOHN CORNYN #Texas will be voting to certify a Biden presidential victory tomorrow. Cornyn says an emergency audit of the election proposed by Cruz is “designed to fail.”#stopthesteal#jan6#saveamerica,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Agreed!!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Yes and today we will see,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
WTH? Do the police know who actually supports them? It’s definitely not BLM!,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Wow just wow,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
MATT GAETZ IS A HERO!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
How Great is Our God,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
How beautiful!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Who will listen? The President doesn’t even have the respect you deserves!!,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Poor thing. 🥺,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
This is alarming...to say the least. #FakeVirus #Plandemic #FakePandemic,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
David Perdue lost 5000 votes on LIVE TV.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Love this video.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
God Bless America!,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
God is good,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Think the ones who initially took the capital were plants. Some angry Patriots followed. Now it seems to be a battle with the capital police which is sad. Who had your backs when BLM shouted defund the police? They stole Georgia and paid off pence. Gloves are coming off. Let’s have us a Civil War and split this fucker in half,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Totally agree!!!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Duh! Ballot dumps!,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
What a crock!,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
I totally agree!!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
I can,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
"I recommend everyone gets a proton email account and learn how to use person to person encryption software like openpgp.org.The ham radio option isn’t a realistic one presently. If CCP does an EMP, and everything was kept in a Faraday Cage, then possibly. Currently, any HF antenna could be triangulated in seconds and dusted a few minutes later.If this load of shit turns out to be real, we’re all screwed. The question then becomes, to what extent?Find email providers that are based in countries that protect the privacy of their customers. Ireland, Australia, Denmark, Norway, Canada, Portugal, France, Brazil, Switzerland, and Iceland, are the 10 nations with the highest ratings of privacy protection in regards to data.",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"Fucking cowards!Any United States citizen who believes these fucking cowards in Washington are working for the good of the American people, well you're just plain stupid.America is dead.The Constitution is dead.We the American people are no longer the masters of our government. They are now our overlords and we shall submit to them. As Tucker Carlson likes to say ""shut up in obey""If we can't even have our case made in the United States Senate, forget all these activist judges..If our Senators won't discuss the fraud.There will never be another free, national election in this country.",OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
PROUD TO BE AN AMERIKKKAN!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"Bwahaha, I just got blocked And put in Fakebook Jail for making a comment that doesn’t meet their “commie standards” oops I mean “community” standards. I informed them that they don’t have “standards, just bias! They were discussing the illegal vote dump in Georgia (again).",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
TRAITOR...DEATH.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
This guy is AMAZING,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"As we close out a very challenging 2020, I would like to thank each and every service member and veteran. On behalf of a grateful nation, THANK YOU for making the sacrifice in protecting our our citizens and great country. 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸",OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Wonderful encouraging song. We need to remember this truth now.🇱🇷🙏🙏💗,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Trump won the election! Trump won the election! Trump won the election!,OPINIONATED,OPINIONATED,POSITIVE,NEGATIVE
"#SteveBannon: Kevin McCarthy should be fired for failing to do his job, getting only 36 votes in 6 #battlegroundstatesWe're taking names#WarRoomPandemic <a href=""/profile/WarRoom2020/posts"" class=""at"">@WarRoom2020</a> #electionnight #stopthesteal",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"Dementia Joe and Kamala HO, what bad jokes!!",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"Need to make Democrats businesses suffer. The small mom and pop shops owned and operated by democrats. Boycott, write bad reviews on line etc. Bankrupt their business.",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Really bad,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Thank you Lord.Jones has seen the light.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"Good morning....Growing up in America, not too long ago.We had pride, to say this with our classmates.As we will begin a new year,This Will Be an old tradition, welcomed back,In to Our Way of Life.God Bless America and those who love this beautiful country.",OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Amen with this Kevin and I totally agree. You need an ID for everything. When I buy a bottle of wine I need my ID. I’m not an alcoholic Kevin but a glass of wine before bed is my Prozac. I’m 78 and take no prescription drugs except aspirin and a glass of wine is a blessing. God bless you and president Trump and keep up your great work. Love your movies.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Romney =Pond Scum,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
HOLY CRAP,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
WE'RE NOT GOING QUIETLY INTO THE NIGHT. WE'RE NOT GOING ANYWHERE.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"Sorry Barry, you know spying on the President-Elect was a no-no!",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
The idiot buffoon,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
THIS CANNOT STAND!,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
It was a beautiful rally Sir!!!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
We love u Herschel,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
FINISHED! We are the TRUMP REPUBLICAN PARTY now and we are proud of our country!🇺🇸AMERICA FIRST,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Interesting timing,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
They got these blood drinkers good,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
I like it.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Patriots are in control. Sit back and enjoy the show!!!🇺🇸🇺🇸🇺🇸,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
RISE,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
Remember - Trump has Everything It’s not over yet folks! Things aren’t what they appear..,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Big round of applause for all our patriot brothers and sisters! Love you all for what you are doing and wish I could be there with you in DC. Just please be careful and ask for the Lord’s blessing before engaging the enemy.,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
"Take that Raffensperger, Sterling, and Kemp! You are all caught!",OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
This is total bullshit Trudeau is a friggen GOOF !,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
PROGRAMMING ERROR ON SECURITY KEY CAUSES GEORGIA VOTING MACHINE “MALFUNCTION”,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
No. It's how people are. Sad and disgusting.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
There are a lot of nice homes near this park #newtonlake,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
We need to stop this crap! Whoever is responsible needs to pay .,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"He is part of the swamp! If he doesn’t do it, it is political suicide for him.",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Time for these thugs and bullies to be dealt with not catered to!,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
I hope someone sends a virus to Facebook and Instagram and ruins their software!!,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"Psalm 133:1 KJV ""Behold, how good and how pleasant it is for brethren to dwell together in unity!""",OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Welcome ! 🇺🇸,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
We are happy to have you!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
THIS is NOT the answer!,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
BEAUTIFUL!!!!#fightfortrump#stopthesteal👍👍Hello fellow Parler's.... If you follow me...I'll follow you👍👍,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
World wonders,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
PIPE BOMBS AT THE RNC???Yes sounds very ANTIFA like doesn’t it???Swipe picture left,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
Great article,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
All of these 'Elite' legislators are sending fucking Tweets telling people to stand down.Do they really think the Protestors are checking their Twitter timelines right now? THAT'S HOW STUPID CONGRESS IS!#StopTheSteal #fightback,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"Thank you, Mr. President.",OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Thank you Marsha Blackburn for standing up for Truth and Justice! I hope my daughter has this strength!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"This article needs to pick up some speed.How many times do you hear something, before you think there might be something to it?",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
🤔🤔🤔 😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😙😙Now THAT was a good one.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Amazing! Bless you Patriots!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
That's a very good thing to know about a place like DC...,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Asshole where was the law when the Dems where stealing the election! Your a traitor,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
Will see.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Like this young man!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Fuck Biden. He’s NOTHING & has NO AUTHORITY. Do something TRUMP WTF. Pence is a traitor,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"Yes, completely true. Thank you Lin",OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Boy is that true.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
The best line ever. 😆,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"So he gave our tax dollars to have yet another book published about how narcissistic he is!!If we're going to burn books, let's burn his!!",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
President Donald J Trump tweet that was just censored!Twitter Is Horrible!,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"Regardless of his past as a ""Showman"", in my humble opinion, President Trump is a TRUE PATRIOT that truly Loves this Great Nation and WE THE PEOPLE!",OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
What a disgrace....,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
A TRUE PATRIOT WITH GUTS AND LOYALTY TO GOD COUNTRY AND CONSTITUTION!! GOD BLESS HIM AND PROTECT HIM !!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Where's all the construction and why does the mayor slow this shit she should be arrested for conspiracy to commit harm on citizens,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Is ParlerNow censoring posts ?!? @danbonginoThis is war.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Is it just me or anyone else JUST PLAIN fed up with watching any news,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
That will be a glorious moment,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"Words kinda fail me, especially GA. Many of the conservative patriots are leaving this party to register as Independents. We can not support and trust a spinless, dysfunctional party. Saddest display I have seen.",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Happy Defendence Day!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"Fuck me, Gordon Freeman's gone downhill fast.#halflife #blackmesa #QuestionableEthics",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Should be a good day in DC,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Yep agree,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"Also, Trump is a behind.",OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
We can make lame flyers too.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Peace,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Look at this mess!,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Amazing!!! 👊🏻🇺🇸🇬🇧,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Thank you for your service. God Bless you,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"a href=""/profile/SeanSpicer/posts"" class=""at"">@SeanSpicer</a> I’ve heard the people that got violent are upset that BLM and ANTIFA always get the attention that they demand, but all the questions that have been raised are not being answered. When millions of people asked questions of our representatives and they blow them off, violence is the natural next step. Like it, hate it, complain about how horrible Trump Supporters are, whatever you’d like, but until the questions around the theft of the November 3rd election are answered by our government things will get worse and worse. Domestic Violence hapens when communication breaks down. Most violence is the result of failed communication. That’s how wars are started! At 2PM it became clear that the left and the RINO’s had no intention of answering the questions about the blatant fraud in the election.",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Biden has been selling out America for decades!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
It’s mostly the fault of the leftist media like CNN and MSNBC. Perhaps they’re storming the wrong place.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
This is what gives me hope for America!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
ABSOLUTE FRAUD DID HAPPEN AND EVEN ALL COURTS INCLUDING SCOTUS NEVER HEARD THE EVIDENCE BUT TO ONLY DISMISS ON STANDING! ABSOLUTELY PATHETIC!!!,OPINIONATED,OPINIONATED,POSITIVE,NEGATIVE
Love this‼️ 🙏🏼✨🙏🏼,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
We love this man 🇺🇸❤️,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
True Colora,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
MM is a dumbass. TRAITOR POS!!,OPINIONATED,OPINIONATED,POSITIVE,NEGATIVE
THE GREATEST PRESIDENT IN US HISTORY🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 Took the time and turn to back and said hello,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
Time to go after the Deepstate Rothschilds - Soros and the rest of the Elites with Pitchforks/ Torches and Ropes. Time to burn 🔥 The whole freaking establishment down.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Vernon Jones is a good man we would be happy to have you come back.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
I sure hope so!!!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Matt Gaetz is awesome!!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"Great job,May God bless you more",OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Must-see!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Amazing 🤩👉👉👉,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
The best video you can watch,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"I feel so sorry for VP Pence, He just let down his God he Pretends to Serve, Maybe Baal? 80 mil MAGA will never forget. Was <a href=""/profile/linwood/posts"" class=""at"">@linwood</a> wrong? Release the Kraken Now!I was Done with the @gagop Now Im done with the <a href=""/profile/GOP/posts"" class=""at"">@GOP</a> Regain the Trust #stopthesteal #Warroompandemic <a href=""/profile/Raheem/posts"" class=""at"">@Raheem</a",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
HANG ON TO YOUR MAGA HATS!SOMETHING STINKS!PHOTO EVIDENCE PROOF!Dominion Voting Machines Have “Made in China” LabelsPatrick Byrne posted photo of DOMINION VOTING MACHINES sitting in warehouse in Sacramento in which all boxes had...“MADE IN CHINA” labels! #co4djt #gayegallops,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Well Said,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Love this idea!! 🇺🇲Share and follow!👇👇,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"I feel a huge ""itoldaso"" coming in GA... the RNC is worthless.",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
We tried playing nice and it got us no where. Apparently violence works for the democrats...so why not,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Poof!No certification.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
#nancypelosi either has her mask on too tight or simply has officially lost her mind. 🥴,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"Watch Perdue lose 30,000 votes in real time",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
So true stand up now or fall later,OPINIONATED,OPINIONATED,POSITIVE,NEGATIVE
