,text,e_palak_label,e_ben_label
1248,I doubt this was the protesters that was probably a nervous security officer,FEAR,FEAR
1249,"Winona, TX — Sad news out of Texas this morning when news broke that the pastor of the Starrville Methodist Church was shot and killed by a fugitive who had been hiding in the restroom overnight.  Two other parishioners were injured.  Police reportedly have the suspect in custody.Police reported that they had been pursuing the 21-year-old black male suspect the night before but he had eluded them by hiding in the empty church building.  Then, this morning, before services began, the Pastor had come across the man in church restroom.",SAD,SAD
1250,Love this vid,HAPPY,HAPPY
1251,'*' BREAKING NEWS: '*'Lawsuit Filed in California To Fight Against Elections Fraud,SURPRISE,SURPRISE
1252,"Compared to the French, Russian and Chinese Revolutions this protest didn't amount to much,unfortunately. Perhaps next time the Patriots can take a page from Robespierre, Lenin and Mao. They knew how to conduct a revolution.",SAD,SAD
1253,"Pro-Trump Marine Goes Off on DC Police After They Mace Stop the Steal Protesters, 'We Had Your Fucking Back, But We Ain’t Got Your Back No More!'",ANGRY,ANGRY
1254,"It seems we need to remind these cops where their salaries actually come from. Politicians have no money to give to anything that isn't stolen at gun point from hard working Americans. The thin blue line never had Trump's back, they're only in it to protect themselves. Disgusting Red Coats! Dont force Patriots to start returning fire because you won't live through it.#AMERICANLIVESMATTER",DISGUST,DISGUST
1255,So sad.,SAD,SAD
1256,Love my country! Love my President! President Trump you are one helluva warrior! ❤️🇺🇸,HAPPY,HAPPY
1257,Same fucking bullshit again,DISGUST,DISGUST
1258,Miss HER. RIP,SAD,SAD
1259,Literally no one can watch this video and conclude this woman is telling the truth.This is INSANE. She's even more fake than Hillary Clinton! FAKE CUNT,DISGUST,DISGUST
1260,"Indeed, Pence is a coward",FEAR,FEAR
1261,🙏🙏🙏❤️❤️❤️,SURPRISE,HAPPY
1262,F’ers.... built with US moneyPompeo says China is hiding 'world's fastest-growing nuclear arsenal' | American Military NewsAmerican Military News,FEAR,FEAR
1263,What a sad day in America.,SAD,SAD
1264,Major eye opener,SURPRISE,SURPRISE
1265,Another Angel in Heaven - RIP,SAD,SAD
1266,Look at the Tweet Killary just dug up. Panic?,FEAR,FEAR
1267,So sad they don't shoot the left,SAD,SAD
1268,N F A 😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁Happy days,HAPPY,HAPPY
1269,Its never been about doing the right thing. Its about power and greed and this will come back to bite them in their ass. America doesn't deserve a great President like TRUMP. THE GREED FOR POWER OVERPOWERS THEM AND ANY VALUES THEY MIGHT HAVE HAD. ITS SAD TO SEE A GREAT COUNTRY BETRAY A GREAT PRESIDENT TRUMP FAMILY WILL SURVIVE AMERICA I'M NOT SURE OF,SAD,ANGRY
1270,Lindsy ghram is disgusting traitor,DISGUST,DISGUST
1271,"SOUNDS VERY INTERESTING!!!President Donald Trump has replaced the top federal prosecutor in Atlanta with another Trump-appointed prosecutor from southern Georgia, bypassing a top career prosecutor.Swipe left for link",SURPRISE,SURPRISE
1272,Now they want it fuck you,ANGRY,ANGRY
1273,🇺🇸 🇺🇸 🇺🇸 ♥️ ♥️ ♥️ 🇺🇸 🇺🇸 🇺🇸,HAPPY,SURPRISE
1274,"🚨BEWARE FALSE FLAG OPS🚨...ARE IN PROGRESS. ANTIFA AT THE HEAD OF IT.Paul SperryBREAKING: Former FBI agent on the ground at U.S. Capitol just texted me and confirmed that at least 1 ""bus load"" of Antifa thugs infiltrated peaceful Trump demonstrators as part of a false Trump flag ops.",FEAR,FEAR
1275,No way on earth could this happen.No way,DISGUST,DISGUST
1276,"With Enrique Tarrio under indictment and facing felony charges I have today, with a heavy heart, assumed the responsibility of Chairman of the Proud Boys, effective immediately. We offer prayers to our fallen brother for his eventual vindication. UHURU!",SAD,SAD
1277,Wow! Doing it again!,SURPRISE,SURPRISE
1278,❤️🙏🌗ISAAC KAPPY🌓🙏❤️🐸BRACKETS- & -JACKETS🐸2020 EDITION🌕WWG1WGA,HAPPY,HAPPY
1279,"Paul Sperry (@paulsperry_) Tweeted:BREAKING: The suspiciously pristine Biden mail-in ballots auditors flagged in Fulton County not only had no mailing creases and not only appeared to be on different paper stock, but also contained perfectly filled-out ovals that appeared to be marked with toner instead of by hand",SURPRISE,SURPRISE
1280,🚨Decoded: Anyone feeling anxious about traveling to DC tomorrow. POTUS has already guaranteed that it will be a SAFE TRIP!,FEAR,FEAR
1281,Scary...,FEAR,FEAR
1282,President Trump we love you,HAPPY,HAPPY
1283,Let's be careful! Watch you back,FEAR,FEAR
1284,Rest In Peace 🙏🏻A woman who served her country is now dead.There are no words...,SAD,SAD
1285,"yep, Baltimore trash.",DISGUST,DISGUST
1286,I’m beyond disgusted.,DISGUST,DISGUST
1287,"As for the GOP establishment dwellers, they can pout, kick, scream, blame, and accuse all they want, but a party cannot be at war with its base indefinitely — not without consequences.",ANGRY,ANGRY
1288,"Professional, successful, educated, bright mind , fresh start 2021❤️❤️🇺🇸🇺🇸🇺🇸🙏🙏🙏",HAPPY,HAPPY
1289,Well well...what a coincidence.,SURPRISE,SURPRISE
1290,Twitter has gone mad with power.,ANGRY,ANGRY
1291,"My favorite end of the day today <a href=""/profile/RepMattGaetz/posts"" class=""at"">@RepMattGaetz</a> thank you for speaking for the people today and standing for our country and the truth 🙏🏼❤️🇺🇸",HAPPY,HAPPY
1292,Just another work day in the life of criminals. PUKES,DISGUST,DISGUST
1293,Avenge,ANGRY,ANGRY
1294,Sick woman,SAD,SAD
1295,Hunter Biden of the Biden crime family is a disgusting pig.,DISGUST,DISGUST
1296,You know what makes it nice and bright? A huge bonfire!,HAPPY,HAPPY
1297,I'm afraid you are right,FEAR,FEAR
1298,"Sadly, I believe you’re right.",SAD,SAD
