text,s_palak_label,s_ben_label
"BREAKING NEWS L. Lin Wood interview recorded January 4th and released today. A must see. I can't imagine how bad it truly is. Turning a blind eye simply will not do.Follow <a href=""/profile/ParkKeeperCanada/posts"" class=""at""><a href=""/profile/ParkKeeperCanada/posts"" class=""at"">@ParkKeeperCanada</a></a> #pedophilia #corruption #deepstatecorruption #donaldtrump #realdonaldtrump #pizzagate #linwood #isaackappy #endchildrapetrafficking #china #throwthemallout #2021 #propaganda #agenda21 #crimesagainsthumanity #hilaryclinton #crookedhillary #sleepyjoe #hunterbidenlaptop #podestaemails #podestalaptop #pedophileblackmail #childsextrafficking #savethechildren #truthseekers #deadmanswitch #jeffreyepstein #ghislanemaxwell #epsteinsisland #epsteinsuicide #tomhanks #presidentdonaldtrump #murder #crimesagainstchildren #childabduction #cia #fbi #mi6 #knowledgeispower #isaackappydidntcommitsuicide #politicalscams #epsteinfiles #billclintonisapedo #oprahwinfrey #princeandrewisapedo #justintrudeauisapedo #skullandbonescult #cheifjusticejohnroberts #nancypelosiisadisgrace #shareme",OPINIONATED,OPINIONATED
DOJ - failedFBI - failedFEC - failedCISA - failedSCOTUS - failedSenate GOP - failedHouse GOP - failedThe People did what they were supposed to do. They came out in huge numbers to vote for Trump. The integrity of that process was known to be corrupt and yet in “not your normal 4 year election” it was left exposed to criminals.Now the media wants to pee on the floor when the People react to injustice?,OPINIONATED,OPINIONATED
COMMUNIST BEWARE WE ARE ALL WAITING TO AMBUSH YOU FROM OUR HOMES ALSO YOU HAVE NO WHERE LEFT TO HIDE the sequel,OPINIONATED,OPINIONATED
Is President Trump waiting on the executive order until he finds out who all of the last minute traitors are? We can only hope. But time feels like it's running out.,OPINIONATED,OPINIONATED
Patriots here in DC are packed full full. Everyone is in anticipation. Great vibe. Follow me if you love these photos and my coverage,OPINIONATED,OPINIONATED
This is a full recoding of what Obama did to our 2020 Election Coup in Italy!,NEUTRAL,NEUTRAL
Patriots,NEUTRAL,NEUTRAL
"Good! Until this rigged election, election fraud and ballot switching is remedied NO ONE in a disputed State should be sworn in. #commonsense #pennsylvania #democratsarecorrupt #riggedelection #italydidit #italydiditwithobamapayoff",NEUTRAL,NEUTRAL
And fox news says trump said deploy LMAO ... fox is screwed,OPINIONATED,OPINIONATED
You got my attention!,OPINIONATED,OPINIONATED
"Trump slams his VP, says Pence ‘didn’t have the courage' to decertify results of presidential election | Fox News",OPINIONATED,OPINIONATED
Pure gold,OPINIONATED,OPINIONATED
That's funny.,OPINIONATED,OPINIONATED
Gallows,NEUTRAL,NEUTRAL
"""In an honest election the vote totals NEVER go backwards.""THEY'RE CHEATING AGAIN!!Time Stamp .01 Perdue - 2,130,535Time Stamp .09 Perdue - 2,125,535They just SUBTRACTED 5000 VOTES FROM PERDUE!""In an honest election the vote totals NEVER go backwards."" ""In an honest election the vote totals NEVER go backwards."" ""In an honest election the vote totals NEVER go backwards.""Georgia is dirty. It was dirty in the Nov 2020 election and it's dirty now. They should have never been allowed to have this Senate runoff after what they did in Nov 2020!@elisestefanik@tedcruz<a href=""/profile/blocked/posts"" class=""at"">@blocked</a>@devinnunes@jimjordan@realdancrenshaw@repmattgaetz@stevekingia@kayleighmcenany<a href=""/profile/rogerlsimon/posts"" class=""at"">@rogerlsimon</a>@dineshdsouza@robbystarbuck@rudyg@teamtrump@sidneypowell#StoptheSteal#BidenIsCorrupt#TrumpWon2020",NEUTRAL,NEUTRAL
Thank You!,OPINIONATED,OPINIONATED
"PATRIOTS HAVE TAKEN CONTROL OF CONGRESSIONAL TUNNELSTO THOSE ON THE GROUND – HOLD THE LINE! THE FATE OF OUR NATION RIDES ON YOUR SHOULDERSTO THOSE OF YOU AT HOME, GET OUT THERE!",NEUTRAL,NEUTRAL
Stop counting for the night = MASSIVE Democrat vote dump!,OPINIONATED,OPINIONATED
GOTTA LOVE IT!,OPINIONATED,OPINIONATED
Man... There is some pure evil in this world... This type of crime is just appalling.,OPINIONATED,OPINIONATED
I GUESS EVERYONE OWES AN APOLOGY LIN WOOD. PENCE IS WORTHLESS POLITICAL SCUM,OPINIONATED,OPINIONATED
ANOTHER promise made and KEPT!! Thank you so much Mr. President!!,OPINIONATED,OPINIONATED
Today: We Learn Whether our Constitution Will Hold,NEUTRAL,NEUTRAL
"Hi Bbuchanan, let's just keep sending this back and forth shall we. Great post and needs to keep going. Thanks for following me, and putting this on, I will be watching for your messages they are interesting and informative. I like that. I know you have seen my invite to See my latest book, on Amazon so I will just hope you get an opportunity to take a look, I think you will find IT interesting and informative. You take care my friend and ALWAYS REMAIN TRUMP STRONG and AMERICA PROUD....",OPINIONATED,OPINIONATED
I would bet the DNC paid Antifa to dress like patriots to do this shit and all the weak and the fools ate it up !you dumb asses whom are calłing trump on the carpet for this should wait and get your shit straight!,NEUTRAL,OPINIONATED
Good decision. That was correct,OPINIONATED,OPINIONATED
Thank you Lord Jesus..,OPINIONATED,OPINIONATED
Sorry I believe most Catholics don’t really believe in Jesus Christ,OPINIONATED,OPINIONATED
Bod Bless Both of You!! Bill,OPINIONATED,OPINIONATED
Donald Trump Jr. with a powerful message! ECHO = I ❤️ USA! 🇺🇸,OPINIONATED,OPINIONATED
"IT WAS ANTIFA! Period! The same batch of assholes in horns and shit can be seen all over the country at BLM rallies. Same horns, same beards. Fuck, same clothes and face paint. We were set up. Fell right into it.",OPINIONATED,OPINIONATED
Do you really want to steal this election.,NEUTRAL,NEUTRAL
"As I suspected. In regards to the Capital Hill occupation, this type of display never works. And this was not in anyone’s best interest. Any future protests should be done at the state level. There in lies the significant voter fraud and corruption. This is where change needs to be addressed for future elections. This is not the Soviet Union, it is the United States. States run the election show.",OPINIONATED,OPINIONATED
Splendid idea and would make for a fantastic protest march.,OPINIONATED,OPINIONATED
Be bold make history!,OPINIONATED,OPINIONATED
What a piece of crap this guy is,OPINIONATED,OPINIONATED
AND THE STEAL IS ON.. THIS ALSO FROM TODAY...,NEUTRAL,NEUTRAL
Good. Fuck dc cops,OPINIONATED,OPINIONATED
Can Anyone tell me where Newsmax is getting their Georgia run-offs? dem/commies/ are cheating this very moment.,OPINIONATED,OPINIONATED
EPIC,OPINIONATED,OPINIONATED
Dominion voting machines strike again,OPINIONATED,NEUTRAL
Most important story of the day.,OPINIONATED,OPINIONATED
This is what gives me hope for America!,OPINIONATED,OPINIONATED
"Remember people, they are laws to prevent this kind is crap: The Smith Act of 1940 made it a criminal offense for anyone to knowingly or willfully advocate, abet, advise, or teach the duty, necessity, desirability, or propriety of overthrowing the Government of the United States or of any State by force or violence, or for anyone to organize any association which teaches, advises, or encourages such an overthrow, or for anyone to become a member of or to affiliate with any such association.Again, violence is not the answer (unless you’re the left, an alphabet group member, brown and white people lives don’t matter or as you know them, BLM.Someone has already been shot for this stupid action, stop now.",OPINIONATED,OPINIONATED
Ibet that truth means nothing!,OPINIONATED,OPINIONATED
A TRUE PATRIOT WITH GUTS AND LOYALTY TO GOD COUNTRY AND CONSTITUTION!! GOD BLESS HIM AND PROTECT HIM !!,OPINIONATED,OPINIONATED
💯💯💯💯💯💯💯💯💯Light his sorry ass up......#wwg1wga,OPINIONATED,OPINIONATED
He can paint his face to disguise his identity. Not smart enough to realize tats are tattle tails.,OPINIONATED,OPINIONATED
"To Senator Cruz, thank you for staying strong! You of all people know the US constitution and have tried to do the right thing. Greatness takes doing what is right even if it is not popular.",OPINIONATED,OPINIONATED
Not surprising!,OPINIONATED,OPINIONATED
\My spouse and I are very proud Trump voters.,OPINIONATED,OPINIONATED
Just saying 🙃,NEUTRAL,NEUTRAL
Oh the News Media are making out like this was the worst thing ever. During the Democrat -China led Pandemic look at the burning of private business and City own Tax paid police vehicles and the bricks that were deliver and place on the streets. The Democrats spendt a lot of our tax dollars organizing these deadly riots.,OPINIONATED,OPINIONATED
"Shit... that’s Patriots too at the moment, everyone losing their shot over shit NONE CAN CONFIRM NOR DENY.",NEUTRAL,OPINIONATED
An absolute must watch tonight!!! Please watch and share Patriots! We are going to win! God Bless you all and God Bless America!!! 🇺🇸🇺🇸🇺🇸,OPINIONATED,OPINIONATED
WTAF? Ridiculous.,OPINIONATED,OPINIONATED
Happy Wednesday everyone!!,OPINIONATED,OPINIONATED
CCP,NEUTRAL,NEUTRAL
This election should have been postponed we know the machines flip votes why were they used,OPINIONATED,OPINIONATED
Thanks to these brave souls...now where’s the rest of em 🤨,OPINIONATED,OPINIONATED
The Ho got paid enough to open her side business. Let’s destroy it!,OPINIONATED,OPINIONATED
Maybe if we give Stacey Abrams a couple of fast food gift cards she'll give us a FAIR ELECTION. SCREW HER.,OPINIONATED,OPINIONATED
You will not be forgotten Patriot!,OPINIONATED,OPINIONATED
"May God continue to bless you, your family and our great country.",OPINIONATED,OPINIONATED
Interesting how quickly the crime scene is no longer a crime scene. Sanitized for China virus in the entire people’s house. Why don’t we know about the officer that shot and KILLED an unarmed woman. Why are we not outraged and threatening to defund police????? More questions than answers. This stinks badly,OPINIONATED,OPINIONATED
"Thank you for your service, Patriots! God bless your journey. God bless the USA!God bless President Trump.",OPINIONATED,OPINIONATED
I am!!,OPINIONATED,OPINIONATED
"Disappointed, though I still respect him as a godly man",OPINIONATED,NEUTRAL
"That is a ton of hand typed data for a hoax or larp. We know the operation is real, no reason to put that much effort into a fake story just to try and make us look silly",OPINIONATED,OPINIONATED
Everyone get your ass to the Cogress now. They are certifying the votes now. We need pressure there. Its up to us. Echo big,NEUTRAL,NEUTRAL
This is pretty accurate,OPINIONATED,OPINIONATED
Scumbag traitor,OPINIONATED,OPINIONATED
So the mayor shuts down the hotels and restaurants and then sets a curfew and now when the Trump have no where to go the cops attack them? That's just wrong especially when they are doing absolutely wrong!,NEUTRAL,OPINIONATED
I can,OPINIONATED,OPINIONATED
PIPE BOMBS AT THE RNC???Yes sounds very ANTIFA like doesn’t it???Swipe picture left,OPINIONATED,OPINIONATED
"Is your Senator a freedom fighter like <a href=""/profile/KLoeffler/posts"" class=""at"">@KLoeffler</a>? Remind your Senator/House Member of the oath they took for YOUR freedom.",NEUTRAL,NEUTRAL
Excellent Now pick up that gavel and announce Donald j Trump as president of these United StatesSo say us all!,OPINIONATED,OPINIONATED
Very sweet. Thanks for sharing it.,OPINIONATED,OPINIONATED
EXCELLENT JOB BOYS!!!! 🙌🏻👏🏻👏🏻👏🏻,OPINIONATED,OPINIONATED
BO wasn’t a 10th the man you are sir! Welcome and thanks for standing up for America and the constitution!,OPINIONATED,OPINIONATED
At this point this country is a shit show so how much worse could it get?,OPINIONATED,OPINIONATED
"We have a constitutional right to carry a firearm. We won’t allow you to prevent us from carrying them. FYI, the hundreds of thousands of patriots in DC right now have more firearms on them than all of law enforcement and military in DC. You do know that, right?! 🇺🇸",NEUTRAL,NEUTRAL
You've got to see this,OPINIONATED,OPINIONATED
Amazing how cops allow that kind of staging.,OPINIONATED,OPINIONATED
A beautiful moment in time I will never forget.,OPINIONATED,OPINIONATED
Worth the time,OPINIONATED,OPINIONATED
"WHILE YOU ARE DENIED VISITING YOUR COVID 19 DYING RELATIVES THESE SCUM DANCE TO THE BEAT OF THE FAKE KUNG FLU ELECTION FRAUD IF YOU DONT GET THEY ARE IN ON IT, YOU ARE AS STUPID AS YOU LOOK",OPINIONATED,OPINIONATED
"I’m with you, Judge",OPINIONATED,OPINIONATED
Beware of following in the same direction of any crowd. People are stupid.,OPINIONATED,OPINIONATED
God Bless!,OPINIONATED,OPINIONATED
Crooked sonofabitchs need held for election fraud tampering whatever you want to call it but it’s wrong,OPINIONATED,NEUTRAL
Out you go!,OPINIONATED,OPINIONATED
Kamalamala is nothing but a scummy whore.,OPINIONATED,OPINIONATED
Communist have taken over DC! How pathetic what our nation's capital has turned into thanks to the DemoRats and RINOs.,OPINIONATED,OPINIONATED
He's not Worth commenting on.,OPINIONATED,OPINIONATED
True Patriots!,OPINIONATED,OPINIONATED
Thank you Mr. Rock,OPINIONATED,OPINIONATED
Amen with this Kevin and I totally agree. You need an ID for everything. When I buy a bottle of wine I need my ID. I’m not an alcoholic Kevin but a glass of wine before bed is my Prozac. I’m 78 and take no prescription drugs except aspirin and a glass of wine is a blessing. God bless you and president Trump and keep up your great work. Love your movies.,OPINIONATED,OPINIONATED
D.C. Roads Shut Down Ahead Of Massive Gathering Of Patriots!,NEUTRAL,OPINIONATED
Will do!!,OPINIONATED,OPINIONATED
Lol that’s funny,OPINIONATED,OPINIONATED
"Dementia Joe and Kamala HO, what bad jokes!!",OPINIONATED,OPINIONATED
I will be there thanks.,OPINIONATED,OPINIONATED
Please pass it on and help reunite her with her family. Thank you!,OPINIONATED,OPINIONATED
"6978 🔴LIVE: Trump Supporters Converge on Washington, DC at Freedom Plaza",NEUTRAL,NEUTRAL
"SKETCHY: CNN and ABC News Remove 5,000 Perdue Votes During Live Broadcasts (VIDEOS) Nothing to see here!",OPINIONATED,OPINIONATED
OUTSTANDING!!!!CA is RED all the way!!!,OPINIONATED,OPINIONATED
"My Florida patriots , both Rubio and Scott voted against the President. Let show them the road at the next election",NEUTRAL,NEUTRAL
Gets my vote,OPINIONATED,OPINIONATED
WE no longer recognize DC as a legitimate governing authorityJust criminal traitors....🖕 and ALL your decrees 🖕,OPINIONATED,NEUTRAL
Betrayed!!!,OPINIONATED,OPINIONATED
Very important Patriots. President Trump has very good options at hand!,OPINIONATED,OPINIONATED
"No fraud by democrats, just republican fraud like gerrymandering that isn't working.",OPINIONATED,NEUTRAL
Now that’s funny right there.,OPINIONATED,OPINIONATED
Love it In Jesus’s name,OPINIONATED,OPINIONATED
Absolutely true brother!,OPINIONATED,OPINIONATED
"COPIED.... A TRUE STATEMENTIf Joe Biden is allowed to win the election with a flood of late ballots, backdated ballots, computer ‘glitches’ and votes from dead people and actual becomes President of the United States, millions of Americans will rightly feel that their democratic birthright has been stolen.That is a situation that will not end well......",OPINIONATED,OPINIONATED
This is everything,OPINIONATED,OPINIONATED
Good point!,OPINIONATED,OPINIONATED
Governo bloqueia Bolsa Família de doadores nas eleições 2020 - Notícias - R7 Brasil,NEUTRAL,NEUTRAL
Sleep.,OPINIONATED,OPINIONATED
McConnell by not admitting their was voter fraud you were dumb enough to let it happen again to get yourself booted from your position. What a disgrace.,OPINIONATED,OPINIONATED
"If you are able, you need to be watching this RIGHT NOW. TRUMP will be addressing America LIVE from the Save America Rally.#RSBN #Trump2020 #Jan6",NEUTRAL,NEUTRAL
